"cirugnl","Royal University of Groningen"
"cisatpe","Santo Toribio de Mogrovejo Catholic University"
"cisbuuk","London South Bank University"
"ciseklb","Holy Spirit University of Kaslik"
"cisetit","International Center of Studies on the Tourist Economy"
"cisieit","University of Siena"
"cisorve","Social Science Research Institute"
"cissmmx","Inter-American Conferenca on Social Security"
"cissrit","Center for International Social Studies"
"cisssau","Center for Independent Studies"
"cisssnz","Center for Independent Studies"
"cisuruk","University of Surrey"
"cisuunl","University of Utrecht"
"ciswuvn","Phenikaa University"
"cisyncn","Shenyang Normal University"
"citeein","Consumer Unity & Trust Society (CUTS International)"
"citlxmx","Autonomous University of Tlaxcala"
"citnnea","Chartered Institute of Taxation of Nigeria"
"ciuacmx","Autonomous University of Coahulia"
"ciualmx","Autonomous University of Nuevo Leon"
"ciuames","Autonomous University of Madrid"
"ciuccie","University College Cork"
"ciuceco","Central University"
"ciucsus","University of California-Santa Cruz (UCSC)"
"ciuflus","University of Florida"
"ciulave","University of the Andes"
"ciulgbe","International Center of Research and Information on the Public, Social and Cooperative Economy"
"ciumdus","University of Maryland"
"ciumhes","Miguel Hernandez University"
"ciumlus","University of Massachusetts-Lowell"
"ciumnus","University of Minnesota-St. Paul"
"ciumous","University of Missouri-Kansas City"
"ciunacr","National University"
"ciunlni","National Autonomous University of Nicaragua-Leon"
"ciupaus","University of Pennsylvania"
"ciupbbo","Bolivian Private University"
"ciupdph","University of the Philippines at Diliman"
"ciupopt","Portucalense University"
"ciupves","Polytechnic University of Valencia"
"ciuqmca","University of Quebec in Montreal"
"ciuqusa","Umm Al-Qura University"
"ciutdar","Torcuato di Tella University"
"ciutlpt","University of Lisbon"
"ciuvanl","University of Amsterdam"
"civages","Government of Valenciá"
"ciwigus","Government of Wisconsin"
"ciwwuus","Western Washington University"
"cjemqau","Macquarie University"
"ckfpaus","Center for Economic Forecasting of Mexico (CKF)"
"ckgsbcn","Cheung Kong Graduate School of Business"
"claehuy","Latin American Center for a Human Economy"
"clagvtw","Government of Taiwan"
"clapecl","Pontifical Catholic University of Chile"
"claspus","Center for Law and Social Policy"
"clbrkus","University of California-Berkeley"
"clcatit","Catholic University of the Sacred Heart"
"clcurau","Curtin University"
"cldssyu","Center for Liberal-Democratic Studies"
"cleaaea","Canadian Law and Economics Association - CLEA"
"clermfr","Clermont Recherche Management (CleRMa)"
"clethch","Federal Institute of Technology Zurich"
"clfudcn","Fudan University"
"clhofus","Hofstra University"
"clhseru","National Research University Higher School of Economics"
"cliosea","Cliometric Society"
"cllilfr","University of Lille"
"clmpcca","Canadian Labour and Business Centre (CLBC)"
"clneuus","Northeastern University"
"clsaadk","Aarhus University"
"clsadau","University of Adelaide"
"clsieuk","Institute of Education"
"clubebg","Club "Economika 2000""
"clucluk","University College London (UCL)"
"clumius","University of Michigan"
"clumnus","University of Minnesota"
"cluscus","University of Southern California"
"cmagvsa","Government of Saudi Arabia"
"cmagvug","Government of Uganda"
"cmanuau","Australian National University"
"cmarmro","Land Forces Military Academy"
"cmasero","Bucharest Academy of Economic Studies"
"cmasitw","Asia University"
"cmasteg","Arab Academy for Science & Technlogy and Maritime Transport"
"cmaubar","University of Buenos Aires"
"cmbnlus","National-Louis University"
"cmbriuk","University of Bristol"
"cmbucuc","Bucknell University"
"cmcamuk","University of Cambridge"
"cmcarca","Carleton University"
"cmcccma","Morrocan Centre for Business Conditions"
"cmcjutw","Chang Jung Christian University"
"cmdhabd","University of Dhaka"
"cmdrdin","Centre for Multi-disciplinary Development Research (CMDR)"
"cmebino","BI Norwegian Business School"
"cmeklmy","Center for Market Education"
"cmetrus","Metropolitan State University"
"cmettit","Interuniversity Center of Economics Applied to Industrial, Local Development and Globalization Policy"
"cmfgvcl","Government of Chile"
"cmfuang","Federal University of Agriculture"
"cmfuzcn","Fuzhou University"
"cmgakjp","Aichi Gakusen University"
"cmgatus","Georgia Institute of Technology"
"cmgrefr","Grenoble Graduate School of Management"
"cmgueca","University of Guelph"
"cmhitjp","Hitotsubashi University"
"cmhseru","National Research University Higher School of Economics"
"cmieein","Centre for Monitoring of Indian Economy (CMIE)"
"cmifmin","Institute for Financial Management Research (IFMR)"
"cmifsuk","Centre for Microdata Methods and Practice (CEMMAP)"
"cmiiino","Chr. Michelsen Institute"
"cmiijin","Indian Institute of Technology Jodhpur"
"cmiilin","Graduate School"
"cmkoede","University of Cologne"
"cmlgvbe","Government of Flanders"
"cmliuus","Long Island University-C.W. Post"
"cmlseuk","Centre for Macroeconomics (CFM)"
"cmltuus","Lawrence Technological University"
"cmmahth","Mahidol University"
"cmmelau","University of Melbourne"
"cmncktw","National Cheng Kung University"
"cmncntw","National Chi Nan University"
"cmncsus","North Carolina State University"
"cmnewus","The New School"
"cmnwuus","Northwestern University"
"cmpesin","University of Petroleum and Energy Studies (UPES)"
"cmpetro","University of Petrosani"
"cmpoxuk","Oxford University"
"cmprius","Princeton University"
"cmpsufr","Paris-Saclay Higher Normal School"
"cmrarro","Romanian Academy"
"cmrfpru","Plekhanov Russian University of Economics"
"cmroufr","University of Rouen"
"cmrunng","Redeemer's University"
"cmsggea","Canadian Macroeconomics Study Group - CMSG"
"cmsystw","National Sun Yat-Sen University"
"cmszucn","Shenzhen University"
"cmtasng","Tai Solarin University of Education"
"cmtorit","University of Turin"
"cmuahus","University of Alabama-Huntsville"
"cmuazus","University of Arizona"
"cmuclcl","University of Chile"
"cmucluk","University College London (UCL)"
"cmukzza","University of KwaZulu-Natal"
"cmumbus","University of Massachusetts-Boston"
"cmunmmx","National Autonomous University of Mexico"
"cmutlpt","University of Lisbon"
"cmvgvpt","Government of Portugal"
"cmvsuph","Visayas State University"
"cmxmucn","Xiamen University"
"cnapous","Center for National Policy (CNP)"
"cnbgvcz","Czech National Bank"
"cnbgvmx","Government of Mexico"
"cncamuk","University of Cambridge"
"cndgvar","Government of Argentina"
"cneeeea","National College of Economists of Mexico"
"cnegvdz","Government of Algeria"
"cnegves","Government of Spain"
"cnegvit","Government of Italy"
"cnhitjp","Hitotsubashi University"
"cniddcl","National Innovation Council for Development"
"cniluno","Norwegian Institute for Air Research"
"cnmgves","Government of Spain"
"cnoscus","Oregon State University-Cascades"
"cnpgvcl","Government of Chile"
"cnpgvro","Government of Romania"
"cnpkucn","Peking University"
"cnscgus","Claremont Graduate University"
"cntrdnl","Tilburg University"
"cntubde","Technical University of Berlin"
"cnufmgt","Francisco Marroquin University"
"cnuoskr","University of Seoul"
"cnuseph","University of Southeastern Philippines"
"cnuvanl","University of Amsterdam"
"coactfr","Design of Situational Action"
"coagvie","Government of Ireland"
"coasbdk","Aarhus University"
"coaseus","Ronald Coase Institute"
"coasuus","Arizona State University"
"cobaius","Alliant International University"
"cobdeuk","Cobden Centre"
"cobfsus","Florida State University"
"coblsus","Louisiana State University"
"coborus","University of Oregon"
"cobucus","University of Cincinnati"
"cobuhus","University of Houston"
"cobzuae","Zayed University"
"cocanes","University of Cantabria"
"cocemar","CEMA University"
"cocolus","Columbia University"
"coeaaea","College of Economists of Andorra"
"cofebsn","Central Bank of the West African States"
"cofecea","Federal Economics Council"
"cohseru","National Research University Higher School of Economics"
"cokenus","Kent State University"
"colmail","College of Management Academic Studies"
"comeszm","Common Market for Eastern and Southern Africa (COMESA)"
"comgvee","Government of Estonia"
"comgvsn","Government of Senegal"
"comhaie","Government of Ireland"
"comwius","Commonwealth Institute"
"conapve","Council for Investment Promotion"
"confbca","The Conference Board of Canada"
"confbus","The Conference Board"
"conseuk","Consensus Economics"
"conwcau","University of Newcastle"
"copaiuk","University of the West of Scotland"
"copeeea","Congress Of Political Economists - COPE"
"cordeec","Corporation for the Study of Development"
"coreebe","Catholic University of Louvain-la-Neuve"
"corelfr","French National Institute for Agr"
"corgvfr","Government of France"
"corneus","Cornerstone Research"
"corspbr","Regional Economic Council"
"cosgviq","Government of Iraq"
"cosgvmt","Government of Malta"
"coumous","University of Missouri"
"cournfr","Cournot Centre for Economic Research"
"coutkus","University of Tennessee-Knoxville"
"covipit","Government of Italy"
"cowleus","Yale University"
"cpaccus","Rural Policy Research Institute (RUPRI)"
"cpalbus","State University of New York-Albany (SUNY)"
"cpanuau","Australian National University"
"cpaotca","Université d'Ottawa / University of Ottawa"
"cpauaam","American University of Armenia"
"cpayaca","Payments Canada"
"cpbatuk","University of Bath"
"cpbgvnl","Government of the Netherlands"
"cpbrkus","University of California-Berkeley"
"cpceius","Carnegie Endowment for International Peace"
"cpcgvbg","Government of Bulgaria"
"cpcituk","City University"
"cpcolus","Columbia University"
"cpdaekr","Daegu University"
"cpdddbd","Centre for Policy Dialogue (CPD)"
"cpdhaus","Harvard University"
"cpdrccn","China Population and Development Research Centre"
"cpecipk","Centre of Excellence for  China Pakistan Economic Corridor (CoE-CPEC)"
"cpeddng","Centre for Population and Environmental Development (CPED)"
"cpeeeus","Center for Popular Economics"
"cpeggea","Canadian Public Economics Study Group - CPEG"
"cpermuk","University of York"
"cpetaru","Academy of Sciences of the Republic of Tatarstan"
"cpfccpk","Forman Christian College"
"cpfsfus","Federal Reserve Bank of San Francisco"
"cpgrefr","Alps University of Grenoble"
"cphaykr","Hanyang University"
"cphrosk","Center for Economic Development"
"cphuzcn","Huazhong University of Science and Technology"
"cpiesve","IESA School of Management"
"cpigvpe","Government of Peru"
"cpiimin","Indian Institute of Management Bangalore (IIMB)"
"cpinyus","New York University (NYU)"
"cpitamx","Autonomous Technological Institute of Mexico"
"cplubar","University of Buenos Aires"
"cpmasnz","Massey University"
"cpmmuuk","Manchester Metropolitan University"
"cpmonau","Victoria University"
"cpnbubg","New Bulgarian University"
"cpnjacn","Nanjing Agriculture University"
"cpnotuk","University of Nottingham"
"cpomaus","University of Nebraska-Omaha"
"cpopnuk","Open University"
"cppalng","Center for Public Policy Alternatives"
"cppdxus","Portland State University"
"cprcmuk","Chronic Poverty Research Centre"
"cprguuk","Robert Gordon University"
"cprgvjp","Government of Japan"
"cprinin","Centre for Policy Research (CPR)"
"cprsppk","Centre for Poverty Reduction and Social Policy Development (CPRSPD)"
"cpsducn","Shandong University"
"cpsfuca","Simon Fraser University"
"cpstaus","Stanford University"
"cpsyeru","Russian Academy of Sciences (RAS)"
"cpsyrus","Syracuse University"
"cptrous","Troy University"
"cptxgus","Government of Texas"
"cpuames","Autonomous University of Madrid"
"cpuccbr","Pontifical Catholic University of Campinas"
"cpuccie","University College Cork"
"cpucdus","University of California-Davis"
"cpucgbr","Catholic University of Goias"
"cpuchus","University of Chicago"
"cpuctus","University of Connecticut"
"cpugvbm","Government of Bermuda"
"cpugvhk","Government of Hong Kong"
"cpuicus","University of Illinois at Chicago"
"cpuiuus","University of Illinois at Urbana-Champaign"
"cpuncus","University of North Carolina-Chapel-Hill"
"cpupdph","University of the Philippines at Diliman"
"cpuplph","University of the Philippines at Los Baños"
"cpusmmy","University of Science Malaysia"
"cpuvanl","University of Amsterdam"
"cpuvaus","University of Virginia"
"cpwusus","Washington University in St. Louis"
"cpzhecn","Zhejiang University"
"cqioccn","Chongqing Technology and Business University"
"cqjlicn","Jilin University"
"cqmuede","University of Munster"
"crabeca","Simon Fraser University"
"crainus","CRA International"
"crbiruk","University of Birmingham"
"crbocit","Bocconi University"
"crbrkus","University of California-Berkeley"
"crcadsn","Cheikh Anta Diop University"
"crcamuk","University of Cambridge"
"crcasit","University of Cassino"
"crcaucn","China Agricultural University"
"crcbbhu","Corruption Research Center Budapest"
"crceeuk","Centre for Research into Post-Communist Economies (CRCE)"
